fnummer,personstatus,fornavn,etternavn,kjoenn,foedselsdato,postnummer
56902075580,MIDLERTIDIG,Illevarslende,Teleskop,MANN,2020-10-16,None
57901675416,MIDLERTIDIG,Snerpete,Teleskop,KVINNE,2016-10-17,None
57901875458,MIDLERTIDIG,Humpete,Teleskop,KVINNE,2018-10-17,None
57916900211,MIDLERTIDIG,Blå,Spurv,KVINNE,1969-11-17,None
57917701263,DOED,Naturlig-Vakker,Kveld,KVINNE,1977-11-17,None
57918001184,MIDLERTIDIG,Flytende,Ubåt,MANN,1980-11-17,None
62815200204,MIDLERTIDIG,Jordisk,Abbed,KVINNE,1952-01-22,None
64887100843,MIDLERTIDIG,Kritthvit,Ryggsekk,KVINNE,1971-08-24,None
65886902136,DOED,Lydisolert,Svømmehall,MANN,1969-08-25,None
67845100753,MIDLERTIDIG,Bred,Balkong,MANN,1951-04-27,None
01828499633,BOSATT,Fantastisk,Interesse,KVINNE,1984-02-01,4332
01828698377,BOSATT,Ubestikkelig,Delepris,MANN,1986-02-01,1359
01828699837,BOSATT,Fornem,August,KVINNE,1986-02-01,3232
01829397478,BOSATT,Fordekt,Admiral,KVINNE,1993-02-01,2020
01836696804,BOSATT,Ugjennomsiktig,Bøffel,KVINNE,1966-03-01,1087
01836897125,BOSATT,Nesnødd,Kryddermål,MANN,1968-03-01,7670
01837598075,BOSATT,Upersonlig,Heldiggris,KVINNE,1975-03-01,0785
01837798279,BOSATT,Hensynsfull,Frokostblanding,KVINNE,1977-03-01,6610
01838398495,BOSATT,Grunn,Dykker,KVINNE,1983-03-01,3214
01838499623,BOSATT,Ustabil,Fjernkontroll,KVINNE,1984-03-01,4025
01839499066,BOSATT,Sannsynlig,Bygning,KVINNE,1994-03-01,4250
01889496130,BOSATT,Øvrige,Foxtrot,MANN,1994-08-01,5986
02858598799,BOSATT,Sart,Historie,MANN,1985-05-02,0662
03899698656,BOSATT,Aktpågivende,Advokat,KVINNE,1996-09-03,1763
04851197740,BOSATT,Rimelig,Kvern,MANN,2011-05-04,8135
04878399256,BOSATT,Trofast,Traktkantarell,KVINNE,1983-07-04,3520
04888099293,BOSATT,Nysgjerrig,Møbelforretning,KVINNE,1980-08-04,6423
04890799456,DOED,Empatisk,Bagasje,KVINNE,2007-09-04,7760
05840797505,DOED,Tilgivende,Handlingsevne,MANN,2007-04-05,8005
05868598443,BOSATT,Fantasifull,Basilikum,KVINNE,1985-06-05,0662
05908699418,BOSATT,Oppstemt,Bølge,KVINNE,1986-10-05,3517
05919498600,BOSATT,Tykkhudet,Jordbær,KVINNE,1994-11-05,1367
06918898261,BOSATT,Grå,Fakkel,KVINNE,1988-11-06,6035
08925597903,BOSATT,Vårlig,Klemme,MANN,1955-12-08,4827
09884397631,BOSATT,Lattermild,Hakke,KVINNE,1943-08-09,1430
09903748394,BOSATT,Ravgul,Forutsetning,MANN,1937-10-09,8666
10919899897,BOSATT,Kunnskapsrik,Adresse,KVINNE,1998-11-10,1763
11824099547,BOSATT,Autonom,Klippe,MANN,1940-02-11,1364
11858297550,BOSATT,Glad,Hjelm,MANN,1982-05-11,1636
11888399714,BOSATT,Praktisk,Sko,MANN,1983-08-11,5179
11895197353,BOSATT,Motstandsdyktig,Kunngjøring,MANN,1951-09-11,6300
11899498374,BOSATT,Spennende,Konditor,MANN,1994-09-11,6610
11901649199,BOSATT,Operativ,Snøball,MANN,1916-10-11,3913
11919999685,BOSATT,God,Agent,KVINNE,1999-11-11,5111
12850198428,BOSATT,Upopulær,Abakus,KVINNE,2001-05-12,1353
12878197559,BOSATT,Sorgløs,Ost,MANN,1981-07-12,1163
12918398544,BOSATT,Ivrig,Bark,MANN,1983-11-12,6628
12918399257,BOSATT,Fantasiløs,Tusenfryd,KVINNE,1983-11-12,1960
12919199405,BOSATT,Kursiv,Agenda,KVINNE,1991-11-12,5281
13840099673,BOSATT,Juridisk,Agg,KVINNE,2000-04-13,1776
13868199428,BOSATT,Sannferdig,Svigerinne,KVINNE,1981-06-13,3219
14839499710,BOSATT,Rettferdig,Abbor,MANN,1994-03-14,0682
14900099852,BOSATT,Innsiktsfull,Abakus,KVINNE,2000-10-14,7560
15827898489,BOSATT,Handlende,Asparges,KVINNE,1978-02-15,5104
15830699233,DOED,Rett,Dialekt,KVINNE,2006-03-15,3804
15849399990,BOSATT,Historisk,Adventskalender,MANN,1993-04-15,2480
15858298390,BOSATT,Kunstig,Purre,MANN,1982-05-15,3219
15878599893,BOSATT,Skrivefør,Bakterie,KVINNE,1985-07-15,5179
15880098222,BOSATT,Treg,Gladiator,KVINNE,2000-08-15,2040
15909398409,BOSATT,Jordnær,Abbed,KVINNE,1993-10-15,0257
16839896887,BOSATT,Formbar,Abakus,KVINNE,1998-03-16,0776
17829698986,BOSATT,Salig,Agenda,MANN,1996-02-17,2480
17839497202,BOSATT,Varm,Hatt,KVINNE,1994-03-17,5986
17850599513,BOSATT,Kursiv,Jobb,MANN,2005-05-17,0275
17898198227,BOSATT,Personlig,Geografi,KVINNE,1981-09-17,1163
17929598660,BOSATT,Utmerket,Panikk,KVINNE,1995-12-17,6610
18869298901,BOSATT,Juridisk,Kelner,MANN,1992-06-18,0673
20905599055,BOSATT,Tillitsfull,Test,KVINNE,1955-10-20,4827
20908797060,BOSATT,Bestemt,Aktør,KVINNE,1987-10-20,1359
21888599484,BOSATT,Direkte,Buksesele,KVINNE,1985-08-21,7357
21924596403,BOSATT,Rik,Klage,KVINNE,1945-12-21,1415
22898599918,BOSATT,Usnobbet,Voks,MANN,1985-09-22,7357
22921848831,BOSATT,Fornem,Kaktus,KVINNE,1918-12-22,3913
22928298675,BOSATT,Smal,Metode,KVINNE,1982-12-22,6628
23839897634,BOSATT,Historisk,Fetter,KVINNE,1998-03-23,9517
23858099811,BOSATT,Ullen,Blåveis,KVINNE,1980-05-23,2165
23868898127,BOSATT,Gjennomsiktig,Sko,MANN,1988-06-23,3770
23889697652,BOSATT,Kjær,Agg,KVINNE,1996-08-23,1776
23907097013,BOSATT,Sorgløs,Bedrift,KVINNE,1970-10-23,9411
24835498561,BOSATT,Alfabetisk,Klasse,MANN,1954-03-24,9470
24859599288,BOSATT,Geometrisk,Baktanke,KVINNE,1995-05-24,0673
24869797894,DOED,Momentan,Abakus,KVINNE,1997-06-24,3515
26897196149,BOSATT,Blomstrete,Besteforelder,MANN,1971-09-26,3517
26904598339,BOSATT,Kompetent,Duell,MANN,1945-10-26,1415
26909199947,BOSATT,Utgått,Admiral,MANN,1991-10-26,9601
27863948482,BOSATT,Forstandig,Farge,KVINNE,1939-06-27,2070
27864897296,BOSATT,Sjenert,Fan,KVINNE,1948-06-27,0584
27903249671,BOSATT,Geometrisk,Klokke,KVINNE,1932-10-27,3188
28869998828,BOSATT,Redd,Abakus,KVINNE,1999-06-28,6987
28909798894,BOSATT,Mobil,Abbed,KVINNE,1997-10-28,4307
30839498094,BOSATT,Vassen,Abbor,KVINNE,1994-03-30,2270
30849597473,BOSATT,Puslete,Agurk,KVINNE,1995-04-30,5414
01810849688,BOSATT,Plutselig,Spenne,KVINNE,1908-10-08,2092
01820649393,BOSATT,Glemsom,Påskeegg,MANN,1906-02-01,3611
01836499405,BOSATT,Sentral,Ramme,KVINNE,1964-03-01,4276
01843748070,BOSATT,Urimelig,Brødskive,KVINNE,1937-04-01,0957
01844697712,BOSATT,Ufruktbar,Tiur,MANN,1946-04-01,4347
01862349438,BOSATT,Usannferdig,Stund,KVINNE,1923-06-01,0598
01867197369,BOSATT,Ru,Farmor,MANN,1971-06-01,0476
01880549584,BOSATT,Upopulær,Mandag,MANN,1905-08-01,4460
01881599607,BOSATT,Komplisert,Adresse,KVINNE,2015-08-01,1763
01885399688,BOSATT,Naturstridig,Buss,KVINNE,1953-08-01,1672
01906799436,BOSATT,Komplisert,Omelett,KVINNE,1967-10-01,5567
01911299743,BOSATT,Grådig,Rubin,MANN,2012-11-01,9405
01926295914,BOSATT,Kostbar,Fossekall,MANN,1962-12-01,0754
01926896047,BOSATT,Oppfyllende,Biologi,KVINNE,1968-12-01,2973
01927399128,BOSATT,Unøyaktig,Reke,MANN,1973-12-01,7898
02831398437,BOSATT,Sigen,Alm,KVINNE,2013-03-02,6628
02855897620,BOSATT,Pussig,Skole,KVINNE,1958-05-02,9050
02881798460,BOSATT,Trekantet,Krets,KVINNE,2017-08-02,5986
02897096806,BOSATT,Utholden,Hylle,KVINNE,1970-09-02,6610
03816697777,BOSATT,Kjær,Fattigdom,MANN,1966-01-03,5567
03817197700,BOSATT,Rett,Volleyball,MANN,1971-01-03,4993
03846498175,BOSATT,Overfladisk,Juvel,MANN,1964-04-03,6774
03900149769,BOSATT,Parodisk,Tournure,MANN,1901-10-03,2848
03907298069,BOSATT,Klassisk,Påskeegg,KVINNE,1972-10-03,1394
03911899050,BOSATT,Ivrig,Forbindelse,KVINNE,2018-11-03,2662
03915998533,BOSATT,Lystig,Drikke,MANN,1959-11-03,0556
04810449883,BOSATT,Enkel,Lampett,KVINNE,1904-01-04,4460
04816297813,BOSATT,Lun,Handleliste,KVINNE,1962-01-04,1063
04817299348,BOSATT,Utnyttende,Tregrense,MANN,1972-01-04,1394
04827198019,BOSATT,Observant,Råvare,KVINNE,1971-02-04,3025
04835097914,BOSATT,Intelligent,Forbindelse,MANN,1950-03-04,8658
04844696936,BOSATT,Uvanlig,Busse,MANN,1946-04-04,3536
04844797740,BOSATT,Elektronisk,Arbeidskraft,MANN,1947-04-04,0598
04904698844,BOSATT,Vårlig,Gravemaskin,KVINNE,1946-10-04,4770
04915198606,BOSATT,Trofast,Plekter,KVINNE,1951-11-04,6490
05826198100,BOSATT,Moderat,Saudabu,MANN,1961-02-05,3413
05827097324,BOSATT,Alternativ,Feide,MANN,1970-02-05,6610
05836396555,BOSATT,Usannferdig,Soloppgang,MANN,1963-03-05,1063
05844896907,BOSATT,Gjensidig,Jul,MANN,1948-04-05,0584
05857097485,BOSATT,Skjør,Aristokrat,KVINNE,1970-05-05,1465
05860149224,BOSATT,Kritisk,Panne,KVINNE,1901-06-05,2848
05904198465,BOSATT,Skyfri,Pose,KVINNE,1941-10-05,7203
05917397092,BOSATT,Stor,Doktorgrad,KVINNE,1973-11-05,0963
05922649687,BOSATT,Overfølsom,Hette,KVINNE,1926-12-05,0257
05925198392,BOSATT,Dyr,Partikkel,MANN,1951-12-05,5252
05928598693,BOSATT,Øde,Fabrikk,KVINNE,1985-12-05,1636
07821599762,BOSATT,Kontant,Kontakt,MANN,2015-02-07,3660
07832049187,BOSATT,Uvirksom,Supporter,MANN,1920-03-07,0774
07875097568,BOSATT,Viktig,Hjørnestein,MANN,1950-07-07,4057
07887095412,BOSATT,Motivert,April,KVINNE,1970-08-07,1940
07914698760,BOSATT,Vidsynt,Regle,MANN,1946-11-07,3077
08841349130,BOSATT,Diverse,Klippe,MANN,1913-04-08,5650
08845198765,BOSATT,Relevant,Skole,MANN,1951-04-08,1672
08845599875,BOSATT,Motivert,Dagelev,KVINNE,1955-04-08,4754
08855297044,BOSATT,Fullkommen,Badestrand,KVINNE,1952-05-08,2020
08861699782,BOSATT,Lattermild,Nestleder,MANN,2016-06-08,3219
08900399104,BOSATT,Akseptabel,Aktivist,MANN,2003-10-08,9360
08905896335,BOSATT,Moderne,Farmor,MANN,1958-10-08,3047
09831099655,BOSATT,Troverdig,Jantelov,KVINNE,2010-03-09,1446
09855797744,BOSATT,Utgått,Opportunist,MANN,1957-05-09,9050
09875697894,BOSATT,Usensuell,Gulnebblom,KVINNE,1956-07-09,0785
09886397698,BOSATT,Filosofisk,Konjakk,KVINNE,1963-08-09,3514
09928098564,BOSATT,Bløt,Trapp,MANN,1980-12-09,5104
10849998612,BOSATT,Solid,Bilde,KVINNE,1999-04-10,4823
10866198328,BOSATT,Hellig,Panikkangst,MANN,1961-06-10,5984
10867196426,BOSATT,Perfekt,Byregion,KVINNE,1971-06-10,7042
10885698536,BOSATT,Oversiktlig,Gebursdag,MANN,1956-08-10,0785
10906993134,BOSATT,Sjelden,Purre,MANN,1969-10-10,1087
11815098872,BOSATT,Forskjellig,Helgen,KVINNE,1950-01-11,6905
11866198871,BOSATT,Minkende,Fryd,KVINNE,1961-06-11,5984
11900397706,BOSATT,Hardnakket,Fan,MANN,2003-10-11,1636
11900397978,BOSATT,Hardnakket,Bølge,MANN,2003-10-11,4636
11917098443,BOSATT,Overmodig,Kløver,KVINNE,1970-11-11,9304
12817197157,BOSATT,Maritim,Rytme,MANN,1971-01-12,0963
12846896412,BOSATT,Parodisk,Konjunksjon,KVINNE,1968-04-12,0857
12857998896,BOSATT,Robust,Evaluering,KVINNE,1979-05-12,1511
12866597748,BOSATT,Slem,Takras,MANN,1965-06-12,6035
12874897068,BOSATT,Allmektig,Sete,KVINNE,1948-07-12,4347
12895898617,BOSATT,Kontrollert,Legg,KVINNE,1958-09-12,1359
12919398149,BOSATT,Aritmetisk,Lyte,MANN,1993-11-12,5981
12925798604,BOSATT,Patent,Stammor,KVINNE,1957-12-12,2827
13816996745,BOSATT,Usannferdig,Fritid,MANN,1969-01-13,9445
13867396122,BOSATT,Trossig,Papegøye,MANN,1973-06-13,7042
13876698743,BOSATT,Lysegrønn,Aveny,MANN,1966-07-13,1465
13913744904,BOSATT,Virtuell,Odde,MANN,1937-11-13,0957
13914898484,BOSATT,Tøff,Bånd,KVINNE,1948-11-13,4057
14833847024,BOSATT,Diverse,Dronning,KVINNE,1938-03-14,3580
14840448445,BOSATT,Usikker,Hoppe,KVINNE,1904-04-14,0568
14847096552,BOSATT,Passiv,Kjendis,MANN,1970-04-14,0871
14855998050,BOSATT,Salt,Persille,KVINNE,1959-05-14,1350
14867397036,BOSATT,Omsorgsfull,Komedie,KVINNE,1973-06-14,3188
14872099205,BOSATT,Modig,Muffins,KVINNE,2020-07-14,3219
14905396960,BOSATT,Presentabel,Mark,MANN,1953-10-14,2020
14921749369,BOSATT,Hellig,Ripe,MANN,1917-12-14,8215
14924897539,BOSATT,Litt,Bart,MANN,1948-12-14,6250
14925297632,BOSATT,Mye,Akvariefisk,KVINNE,1952-12-14,1680
15817196532,BOSATT,Pen,Epoke,MANN,1971-01-15,5357
15864998566,BOSATT,Sart,Prat,MANN,1949-06-15,6905
15875898059,BOSATT,Teoretisk,Lakris,KVINNE,1958-07-15,2383
15921498656,BOSATT,Flat,Okse,KVINNE,2014-12-15,3920
16821547265,BOSATT,Internasjonal,Dato,KVINNE,1915-02-16,5650
16835598318,BOSATT,Tilgivende,Helt,MANN,1955-03-16,4754
16862048486,BOSATT,Uselvstendig,Ørn,KVINNE,1920-06-16,8215
16866097961,BOSATT,Omsorgsfull,Bysse,MANN,1960-06-16,0489
16913749131,BOSATT,Opprett,Bildekort,MANN,1937-11-16,3580
16914496326,BOSATT,Dyrebar,Onsdag,MANN,1944-11-16,7203
16917096337,BOSATT,Tilgivende,Loddsnor,MANN,1970-11-16,0857
17830799303,BOSATT,Redd,Hensikt,MANN,2007-03-17,3219
17830949755,BOSATT,Intrikat,Erklæring,MANN,1909-03-17,2092
17880999648,BOSATT,Possessiv,Våghals,KVINNE,2009-08-17,5179
17897598515,BOSATT,Parisk,Fjording,MANN,1975-09-17,0275
17927396661,BOSATT,Smigrende,Tordivel,KVINNE,1973-12-17,9100
18816397851,BOSATT,Demokratisk,Apanasje,KVINNE,1963-01-18,3413
18846498121,BOSATT,Gjestfri,Nyre,MANN,1964-04-18,4517
18865698891,BOSATT,Tøff,Folk,KVINNE,1956-06-18,4737
18895897767,BOSATT,Unøyaktig,Bakepulver,MANN,1958-09-18,4737
18906797026,BOSATT,Venstre,Komité,KVINNE,1967-10-18,0257
19824599281,BOSATT,Trygg,Lampe,KVINNE,1945-02-19,7882
19826596271,BOSATT,Kunstig,Brudekjole,KVINNE,1965-02-19,0754
19850898831,BOSATT,Berømt,Tangent,KVINNE,2008-05-19,1163
19864298071,BOSATT,Lys,Fattigmannskost,KVINNE,1942-06-19,1433
19888599153,BOSATT,Styrbar,Varetekt,MANN,1985-08-19,7760
19904198563,BOSATT,Redelig,Fuglekasse,MANN,1941-10-19,3150
19915399811,BOSATT,Produktiv,Familiebarnehage,KVINNE,1953-11-19,1634
20824397369,BOSATT,Akrobatisk,Globus,MANN,1943-02-20,7882
20828398084,BOSATT,Juridisk,Dagelev,KVINNE,1983-02-20,2827
20871648671,BOSATT,Berikende,Synd,KVINNE,1916-07-20,1591
20876798809,BOSATT,Varm,Jente,KVINNE,1967-07-20,3320
20917196819,BOSATT,Forståelsesfull,Del,KVINNE,1971-11-20,9950
21815497357,BOSATT,Usikker,Bøtte,MANN,1954-01-21,4817
21815598838,BOSATT,Kursiv,Drue,KVINNE,1955-01-21,8665
21860598504,BOSATT,Kompatibel,Ballong,MANN,2005-06-21,5914
21880999009,BOSATT,Handlekraftig,Kork,KVINNE,2009-08-21,2212
21885297193,BOSATT,Fryktløs,Lugar,MANN,1952-08-21,6490
21887399171,BOSATT,Intelligent,Jeksel,MANN,1973-08-21,8660
21896197190,BOSATT,Juridisk,Prøve,MANN,1961-09-21,4276
21906998383,BOSATT,Avansert,Vits,MANN,1969-10-21,9304
21927697898,BOSATT,Upraktisk,Bussjåfør,KVINNE,1976-12-21,3804
22814697057,BOSATT,Uinspirert,Svane,KVINNE,1946-01-22,3077
22818899193,BOSATT,Spontan,Kontrast,MANN,1988-01-22,6035
22865797994,BOSATT,Overfølsom,Middag,MANN,1957-06-22,4640
22917499806,BOSATT,Lyselilla,Frue,KVINNE,1974-11-22,8660
23881298619,BOSATT,Upraktisk,Mai,KVINNE,2012-08-23,7105
23886697325,BOSATT,Intuitiv,Svamp,MANN,1966-08-23,3320
23917096139,BOSATT,Skrivefør,Presentasjon,MANN,1970-11-23,0257
24817898501,BOSATT,Altetende,Flyttelass,MANN,1978-01-24,6423
24854898406,BOSATT,Elegant,Lyd,KVINNE,1948-05-24,0598
24856096323,BOSATT,Krass,Fasttelefon,MANN,1960-05-24,2827
24856897407,BOSATT,Tapper,Krem,KVINNE,1968-05-24,0871
24870198376,BOSATT,Sympatisk,Syndebukk,MANN,2001-07-24,4307
24905699012,BOSATT,Innesluttet,Konjakk,KVINNE,1956-10-24,9436
24906595350,BOSATT,Reservert,Fugleskremsel,MANN,1965-10-24,3514
24924297251,BOSATT,Sjelden,Kråke,KVINNE,1942-12-24,3150
25849697822,BOSATT,Uselvisk,Admiral,KVINNE,1996-04-25,3440
25854997249,BOSATT,Patent,Tørketrommel,KVINNE,1949-05-25,8658
25866599060,BOSATT,Viktig,Pianist,KVINNE,1965-06-25,6774
25867398263,BOSATT,Komfortabel,Geometri,KVINNE,1973-06-25,0275
25873048940,BOSATT,Slem,Bensinstasjon,MANN,1930-07-25,0257
25875698411,BOSATT,Fryktsom,Panikkangst,KVINNE,1956-07-25,0556
25875896523,BOSATT,Gjennomsiktig,Bakhjulsdrift,MANN,1958-07-25,9436
25890749685,BOSATT,Sart,Modell,KVINNE,1907-09-25,3611
25925098585,BOSATT,Slakk,Palme,MANN,1950-12-25,4770
26841499572,BOSATT,Ivrig,Boble,MANN,2014-04-26,7357
26879097664,BOSATT,Rimelig,Fritid,KVINNE,1990-07-26,3770
26890898946,BOSATT,Overfladisk,Likning,MANN,2008-09-26,6628
26900499441,BOSATT,Teoretisk,Saks,KVINNE,2004-10-26,3170
26917795621,BOSATT,Pussig,Base,KVINNE,1977-11-26,3511
26922547717,BOSATT,Risikabel,Handelsflåte,MANN,1925-12-26,0667
27818299082,BOSATT,Fascinerende,Kasjott,KVINNE,1982-01-27,7760
27830349125,BOSATT,Ryddig,Ellipse,MANN,1903-03-27,0568
27904698046,BOSATT,Usedvanlig,Oversikt,KVINNE,1946-10-27,6250
27916499278,BOSATT,Vis,Ert,KVINNE,1964-11-27,4517
28821748544,BOSATT,Lysegul,Aluminium,MANN,1917-02-28,8520
28837397830,BOSATT,Ukontroversiell,Enkemann,KVINNE,1973-03-28,4828
28862448822,BOSATT,Anstendig,Odde,KVINNE,1924-06-28,0667
28870596970,BOSATT,Lystig,Ingress,MANN,2005-07-28,8470
28887096106,BOSATT,Ukontroversiell,Jordskjelv,MANN,1970-08-28,1940
28905696779,BOSATT,Uavhengig,Aprikos,MANN,1956-10-28,1359
28925497187,BOSATT,Rosa,Vaskemaskin,MANN,1954-12-28,8665
29845897474,BOSATT,Unormal,Pali,KVINNE,1958-04-29,0489
29870399187,BOSATT,Omtenksom,Permanent,MANN,2003-07-29,9360
29885697826,BOSATT,Misfornøyd,Kai,KVINNE,1956-08-29,3047
29895698286,BOSATT,Lys,Kategori,KVINNE,1956-09-29,6968
29902249379,BOSATT,Estetisk,Hypotese,MANN,1922-10-29,4311
29915198552,BOSATT,Omtenksom,Støvlett,MANN,1951-11-29,1634
29921849093,BOSATT,Elegant,Plekter,KVINNE,1918-12-29,0774
30816794737,BOSATT,Rusten,Gjenstand,MANN,1967-01-30,1930
30856795752,BOSATT,Konge,Trombone,MANN,1967-05-30,2973
30857097099,BOSATT,Artig,Timeplan,KVINNE,1970-05-30,9445
30866697813,BOSATT,Ansvarsfull,Bonde,KVINNE,1966-06-30,7670
30867499659,BOSATT,Samarbeidsvillig,Unnselig,KVINNE,1974-06-30,4993
30875398616,BOSATT,Ulydig,Køyeseng,KVINNE,1953-07-30,5252
30892196326,BOSATT,Presis,Admiral,MANN,2021-09-30,3440
30896499862,BOSATT,Ekstra,Deig,KVINNE,1964-09-30,6035
30916098509,BOSATT,Vaklende,Ballong,MANN,1960-11-30,2383
30918398437,BOSATT,Sensitiv,Kakaobønne,KVINNE,1983-11-30,7041
30927696955,BOSATT,Fantastisk,Elev,MANN,1976-12-30,3804
31816795489,BOSATT,Fantasiløs,Lugar,KVINNE,1967-01-31,1930
31874498990,BOSATT,Possessiv,Fell,MANN,1944-07-31,1433
31876096962,BOSATT,Fast,Dyne,MANN,1960-07-31,6968
01812647268,BOSATT,Motivert,Pub,KVINNE,1926-01-01,1538
01818599311,BOSATT,Søvnig,Due,MANN,1985-01-01,9925
01820397777,BOSATT,Vassen,Pose,MANN,2003-02-01,0871
01823449255,BOSATT,Personlig,Malm,KVINNE,1934-02-01,3919
01824898215,BOSATT,Integrert,Æresdoktor,KVINNE,1948-02-01,3300
01841949788,BOSATT,Hyggelig,Kjedekollisjon,MANN,1919-04-01,5548
01854298441,BOSATT,Parat,Hatt,KVINNE,1942-05-01,5109
01861948540,BOSATT,Unormal,Espressomaskin,MANN,1919-06-01,1617
01872849250,BOSATT,Gretten,Palmeolje,KVINNE,1928-07-01,7590
01873549226,BOSATT,Tru,Vott,KVINNE,1935-07-01,4311
01903349111,DOED,Salt,Sjakal,MANN,1933-10-01,5535
01908799735,BOSATT,Fattet,Gress,MANN,1987-10-01,9405
01912248964,BOSATT,Inkluderende,Historie,MANN,1922-11-01,6445
01922849672,BOSATT,Redd,Porto,KVINNE,1928-12-01,4347
02821649512,BOSATT,Smul,Badestrand,MANN,1916-02-02,4334
02857297833,BOSATT,Solid,Ekornhale,KVINNE,1972-05-02,8475
02882749420,BOSATT,Positiv,Eridofobi,KVINNE,1927-08-02,5750
02898698699,BOSATT,Elastisk,Persille,KVINNE,1986-09-02,8387
02912449648,BOSATT,Bløt,Ekspeditør,KVINNE,1924-11-02,7290
02913049783,BOSATT,Gild,Stasjonsvogn,MANN,1930-11-02,3018
02913049945,BOSATT,Taus,Labyrint,MANN,1930-11-02,0150
02913148234,BOSATT,Fredfull,Varde,KVINNE,1931-11-02,6908
02919898081,UTFLYTTET,Ulogisk,Gebursdag,KVINNE,1998-11-02,6973
02927799645,BOSATT,Uemosjonell,Sol,KVINNE,1977-12-02,9060
03815698451,BOSATT,Varsom,Granitt,KVINNE,1956-01-03,3804
03838098400,BOSATT,Fryktsom,Datamaskin,KVINNE,1980-03-03,1337
03852649630,BOSATT,Kursiv,Tøffelhelt,KVINNE,1926-05-03,0581
03869498563,BOSATT,Dynamisk,Konge,MANN,1994-06-03,5914
03897698780,BOSATT,Standhaftig,Æresgjest,MANN,1976-09-03,4700
03900099842,BOSATT,Lysegrønn,Veterinær,KVINNE,2000-10-03,7033
03900597230,BOSATT,Kontrollert,Sommerferie,KVINNE,2005-10-03,9440
03901748070,BOSATT,Klok,Hylle,KVINNE,1917-10-03,9446
03912847488,BOSATT,Smigrende,Plate,KVINNE,1928-11-03,1423
03912849065,BOSATT,Motvillig,Grønnfink,KVINNE,1928-11-03,5230
03912949833,BOSATT,Autonom,Olje,KVINNE,1929-11-03,1516
03923749739,BOSATT,Utydelig,Vevstol,MANN,1937-12-03,3942
03924997035,BOSATT,Allsidig,Bukt,KVINNE,1949-12-03,4019
04813049894,BOSATT,Usnobbet,Arterie,KVINNE,1930-01-04,1608
04818198480,BOSATT,Glupsk,Servitrise,KVINNE,1981-01-04,1463
04822649357,UTFLYTTET,Eksakt,Orm,MANN,1926-02-04,5462
04822949229,BOSATT,Trossig,Fjell,KVINNE,1929-02-04,5460
04827296371,BOSATT,Familiær,Hørsel,MANN,1972-02-04,4828
04828899290,BOSATT,Lojal,Ribbe,KVINNE,1988-02-04,3652
04840599898,BOSATT,Slem,Handlingsevne,KVINNE,2005-04-04,6386
04862349607,BOSATT,Nybakt,Køyeseng,KVINNE,1923-06-04,4057
04863148648,BOSATT,Ulydig,Badeand,KVINNE,1931-06-04,8640
04884198408,BOSATT,Geometrisk,Ambassade,KVINNE,1941-08-04,4139
04897097759,BOSATT,Oppriktig,Handleliste,MANN,1970-09-04,8157
04900499936,BOSATT,Samarbeidsvillig,Mandag,MANN,2004-10-04,9304
05820949392,BOSATT,Sist,Bru,MANN,1909-02-05,1340
05827898246,BOSATT,Sjokkert,Fusjon,KVINNE,1978-02-05,5522
05828999674,BOSATT,Samarbeidsvillig,Halvmeter,KVINNE,1989-02-05,2609
05831648998,BOSATT,Rød,Aktivitet,MANN,1916-03-05,3187
05833449615,BOSATT,Aktuell,Handelsflåte,KVINNE,1934-03-05,7760
05852448530,BOSATT,Enkel,Kubbestol,MANN,1924-05-05,1880
05853349331,BOSATT,Hårsår,Edderkopp,MANN,1933-05-05,6908
05865897032,BOSATT,Memorerende,Energidrikk,KVINNE,1958-06-05,2007
05873149894,BOSATT,Kry,Logaritme,KVINNE,1931-07-05,5147
05873949246,BOSATT,Ryddig,Baby,KVINNE,1939-07-05,5981
05878198036,BOSATT,Motvillig,Aksjonær,KVINNE,1981-07-05,3950
05878497114,BOSATT,Sannsynlig,Grandis,MANN,1984-07-05,1930
05881749671,BOSATT,Motvillig,Akvarell,KVINNE,1917-08-05,2312
05885897446,BOSATT,Eventyrlig,Jurist,KVINNE,1958-08-05,5111
05893548973,BOSATT,Akvatisk,Hestedrosje,MANN,1935-09-05,3660
05923648730,BOSATT,Tru,Kai,MANN,1936-12-05,4365
05924497604,BOSATT,Ulik,Overstyring,KVINNE,1944-12-05,2006
06812949711,BOSATT,Mange,Billett,MANN,1929-01-06,2315
06830499340,BOSATT,Trygg,Besteforelder,MANN,2004-03-06,8014
06832348811,BOSATT,Kulturell,Tyr,KVINNE,1923-03-06,3936
06857497579,BOSATT,Positiv,Histolog,MANN,1974-05-06,6993
06863749334,BOSATT,Tilbakeholden,Tevling,MANN,1937-06-06,5981
06873248546,BOSATT,Puslete,Måke,MANN,1932-07-06,2319
06882248184,BOSATT,Fleksibel,Mann,MANN,1922-08-06,2322
06888298329,DOED,Urimelig,Jordsmonn,MANN,1982-08-06,7041
06899199977,BOSATT,Rask,Lov,MANN,1991-09-06,0785
06903749413,BOSATT,Oransje,Avslutning,KVINNE,1937-10-06,7056
06903949021,BOSATT,Oransje,Pose,KVINNE,1939-10-06,7020
06917699842,BOSATT,Subtil,Alv,KVINNE,1976-11-06,7046
06919097882,BOSATT,Kursiv,Krone,KVINNE,1990-11-06,3652
